运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1
时间 (秒 s),角 (弧度 rad),角速度 (弧度/秒 rad/s),角加速度 (弧度/秒² rad/s²),位置 (米 m),速度 (米/秒 m/s),加速度 (米/秒² m/s²),角 (弧度 rad),角速度 (弧度/秒 rad/s),角加速度 (弧度/秒² rad/s²),位置 (米 m),速度 (米/秒 m/s),加速度 (米/秒² m/s²)
2.240,4.290,-2.199,-23.562,0.1024,-0.052,-0.562,,,,,,
2.250,4.268,-2.435,-27.489,0.1019,-0.058,-0.656,0.002,0.000,0.000,3.7500E-5,0.000,0.000
2.260,4.241,-2.749,-27.489,0.1013,-0.066,-0.656,,,,,,
2.270,4.213,-2.985,-23.562,0.1006,-0.071,-0.562,,,,,,
2.280,4.181,-3.220,-23.562,0.0998,-0.077,-0.562,,,,,,
2.290,4.148,-3.456,-23.562,0.0990,-0.082,-0.563,,,,,,
2.300,4.112,-3.691,-19.635,0.0982,-0.088,-0.469,0.002,0.000,0.000,3.7500E-5,0.000,0.000
2.310,4.075,-3.848,-19.635,0.0973,-0.092,-0.469,,,,,,
2.320,4.035,-4.084,-23.562,0.0963,-0.097,-0.563,,,,,,
2.330,3.993,-4.320,-23.562,0.0953,-0.103,-0.563,,,,,,
2.340,3.949,-4.555,-23.562,0.0943,-0.109,-0.562,,,,,,
2.350,3.902,-4.791,-19.635,0.0932,-0.114,-0.469,0.002,0.000,0.000,3.7500E-5,0.000,0.000
2.360,3.853,-4.948,-15.708,0.0920,-0.118,-0.375,,,,,,
2.370,3.803,-5.105,-19.635,0.0908,-0.122,-0.469,,,,,,
2.380,3.751,-5.341,-19.635,0.0896,-0.127,-0.469,,,,,,
2.390,3.696,-5.498,-15.708,0.0882,-0.131,-0.375,,,,,,
2.400,3.641,-5.655,-15.708,0.0869,-0.135,-0.375,0.002,0.000,0.000,3.7500E-5,0.000,0.000
2.410,3.583,-5.812,-11.781,0.0855,-0.139,-0.281,,,,,,
2.420,3.525,-5.890,-15.708,0.0842,-0.141,-0.375,,,,,,
2.430,3.465,-6.126,-19.635,0.0827,-0.146,-0.469,,,,,,
2.440,3.402,-6.283,-7.854,0.0812,-0.150,-0.188,,,,,,
2.450,3.340,-6.283,-3.927,0.0797,-0.150,-0.094,0.002,0.000,0.000,3.7500E-5,0.000,0.000
2.460,3.277,-6.362,-11.781,0.0782,-0.152,-0.281,,,,,,
2.470,3.212,-6.519,-15.708,0.0767,-0.156,-0.375,,,,,,
2.480,3.146,-6.676,-7.854,0.0751,-0.159,-0.187,,,,,,
2.490,3.079,-6.676,-1.483E-11,0.0735,-0.159,-3.539E-13,,,,,,
2.500,3.013,-6.676,-3.927,0.0719,-0.159,-0.094,0.002,0.000,0.000,3.7500E-5,0.000,0.000
2.510,2.945,-6.754,-3.927,0.0703,-0.161,-0.094,,,,,,
2.520,2.878,-6.754,-3.927,0.0687,-0.161,-0.094,,,,,,
2.530,2.810,-6.833,-3.927,0.0671,-0.163,-0.094,,,,,,
2.540,2.741,-6.833,3.927,0.0654,-0.163,0.094,,,,,,
2.550,2.673,-6.754,3.927,0.0638,-0.161,0.094,0.002,0.000,-0.157,3.7500E-5,0.000,-0.004
2.560,2.606,-6.754,2.247E-11,0.0622,-0.161,5.371E-13,,,,,,
2.570,2.538,-6.754,-2.247E-11,0.0606,-0.161,-5.371E-13,,,,,,
2.580,2.471,-6.754,3.927,0.0590,-0.161,0.094,,,,,,
2.590,2.403,-6.676,7.854,0.0574,-0.159,0.188,,,,,,
